temperature,humidity,moisture,soil_type,crop_type,nitrogen,phosphorous,potassium,fertilizer
28.7,59.9,74.3,Black,Mungbean,106.3,54.8,78.4,No Fertilizer Needed
32.1,85.0,83.6,Sandy,Mothbeans,4.7,22.9,149.4,DAP (Diammonium Phosphate)
45.0,43.1,24.9,Red,Banana,16.0,34.3,164.5,DAP (Diammonium Phosphate)
14.9,54.8,24.7,Clayey,Mothbeans,34.0,41.9,200.6,Urea
44.1,73.4,63.1,Red,Blackgram,144.5,29.4,168.9,SSP (Single Super Phosphate)
10.7,39.0,30.4,Black,Chickpea,12.4,66.8,116.9,Urea
26.2,72.7,41.1,Black,Pomegranate,17.4,112.3,101.1,Urea
19.7,54.1,35.0,Black,Pomegranate,32.3,144.2,173.3,Urea
29.1,32.8,10.2,Loamy,Chickpea,36.6,42.1,13.2,MOP (Muriate of Potash)
14.2,30.5,19.0,Red,Groundnut,62.4,70.9,79.9,Balanced NPK 10-10-10
32.0,48.6,51.0,Black,Orange,34.8,146.0,176.9,Urea
41.8,25.1,11.5,Sandy,Orange,31.0,0.2,82.2,DAP (Diammonium Phosphate)
12.1,99.6,12.6,Loamy,Chickpea,114.5,118.6,70.2,No Fertilizer Needed
31.8,72.2,17.7,Sandy,Sugarcane,65.2,23.7,3.3,SSP (Single Super Phosphate)
21.0,89.3,57.8,Loamy,Sugarcane,88.4,93.0,69.3,Balanced NPK 10-10-10
43.8,74.1,26.4,Loamy,Orange,50.3,101.7,21.1,MOP (Muriate of Potash)
35.5,51.8,33.0,Red,Apple,3.1,32.0,18.0,NPK 20-20-20
43.1,96.9,39.4,Red,Blackgram,121.0,114.4,67.1,No Fertilizer Needed
22.2,65.7,26.7,Black,Papaya,1.3,75.6,29.6,MOP (Muriate of Potash)
21.6,74.8,11.6,Black,Maize,23.6,109.7,72.0,Urea
22.0,91.7,14.6,Red,Mango,129.3,49.2,59.1,No Fertilizer Needed
32.8,32.4,83.8,Loamy,Sugarcane,12.9,110.5,126.6,Urea
29.4,23.8,61.5,Clayey,Maize,73.6,14.0,24.2,SSP (Single Super Phosphate)
33.8,21.4,52.7,Sandy,Pomegranate,115.5,33.9,211.4,SSP (Single Super Phosphate)
37.1,38.7,61.5,Sandy,Pigeonpeas,110.5,25.9,44.1,SSP (Single Super Phosphate)
37.0,39.9,27.6,Sandy,Rice,58.8,2.0,175.6,SSP (Single Super Phosphate)
10.2,58.6,71.8,Black,Coffee,33.6,62.5,168.1,Urea
19.3,76.8,87.5,Black,Coffee,36.8,49.0,97.3,Urea
42.3,27.3,74.4,Clayey,Apple,16.6,143.3,118.1,Urea
38.6,44.9,22.6,Clayey,Grapes,28.4,19.1,133.5,DAP (Diammonium Phosphate)
36.1,22.9,55.1,Clayey,Coffee,44.4,148.9,111.6,No Fertilizer Needed
43.3,68.0,76.3,Sandy,Banana,13.6,23.7,106.8,DAP (Diammonium Phosphate)
30.3,24.1,87.6,Loamy,Mango,55.6,48.6,206.7,Balanced NPK 10-10-10
15.4,70.2,83.3,Black,Jute,64.0,124.5,58.4,Balanced NPK 10-10-10
14.9,61.6,58.8,Sandy,Papaya,53.1,79.6,214.5,Balanced NPK 10-10-10
18.0,53.2,33.0,Loamy,Apple,90.2,62.8,78.0,Balanced NPK 10-10-10
21.5,80.8,68.4,Clayey,Pigeonpeas,92.3,32.1,3.7,SSP (Single Super Phosphate)
14.1,46.6,29.7,Clayey,Coconut,69.7,1.6,61.0,SSP (Single Super Phosphate)
25.3,22.8,40.7,Clayey,Mungbean,4.7,127.0,166.8,Urea
42.5,35.7,69.7,Clayey,Grapes,41.0,74.3,159.0,Balanced NPK 10-10-10
20.4,89.1,22.3,Red,Apple,46.4,63.5,98.5,Balanced NPK 10-10-10
24.3,70.2,28.8,Black,Chickpea,100.6,98.6,177.0,No Fertilizer Needed
31.7,78.5,62.1,Clayey,Chickpea,71.1,4.4,170.0,SSP (Single Super Phosphate)
25.6,22.9,58.3,Red,Coconut,57.1,16.3,83.3,SSP (Single Super Phosphate)
36.6,58.9,52.9,Sandy,Pomegranate,8.8,40.8,213.8,Urea
30.2,62.4,59.7,Clayey,Orange,114.7,69.1,74.6,No Fertilizer Needed
35.3,62.9,87.2,Sandy,Banana,120.7,75.3,13.2,MOP (Muriate of Potash)
12.3,64.9,51.0,Sandy,Cotton,98.6,118.1,180.2,No Fertilizer Needed
36.2,50.0,80.5,Red,Apple,125.8,50.0,48.2,No Fertilizer Needed
25.3,75.9,83.5,Loamy,Sugarcane,0.6,11.0,150.7,DAP (Diammonium Phosphate)
40.7,63.7,22.4,Clayey,Mungbean,94.8,50.1,19.4,MOP (Muriate of Potash)
36.8,54.9,65.5,Sandy,Mungbean,61.5,7.3,138.3,SSP (Single Super Phosphate)
35.9,63.4,38.5,Clayey,Orange,44.2,90.0,109.2,No Fertilizer Needed
15.3,96.7,48.4,Red,Grapes,83.6,42.2,58.3,Balanced NPK 10-10-10
19.9,65.6,86.0,Loamy,Wheat,137.2,53.8,85.9,No Fertilizer Needed
11.9,30.2,29.4,Loamy,Papaya,32.9,39.7,89.8,DAP (Diammonium Phosphate)
13.3,26.9,62.0,Clayey,Rice,22.1,36.3,73.6,DAP (Diammonium Phosphate)
43.3,31.5,69.9,Red,Mungbean,32.0,105.3,110.5,Urea
37.4,97.1,83.5,Clayey,Jute,115.4,134.1,210.1,No Fertilizer Needed
45.0,93.7,18.9,Loamy,Rice,3.4,6.4,64.7,DAP (Diammonium Phosphate)
37.9,78.0,18.0,Loamy,Coconut,128.8,113.8,41.4,No Fertilizer Needed
29.8,61.9,27.2,Loamy,Orange,79.8,97.1,89.3,No Fertilizer Needed
32.9,81.0,50.9,Loamy,Rice,118.4,78.4,85.1,No Fertilizer Needed
36.3,85.2,67.3,Red,Orange,142.4,16.1,62.8,SSP (Single Super Phosphate)
12.2,80.5,20.7,Loamy,Papaya,129.1,76.2,17.1,MOP (Muriate of Potash)
36.6,60.3,43.4,Sandy,Orange,55.9,29.1,197.7,SSP (Single Super Phosphate)
12.0,76.1,39.8,Sandy,Chickpea,14.6,17.5,152.1,DAP (Diammonium Phosphate)
30.2,33.1,20.8,Clayey,Groundnut,121.9,11.1,42.8,SSP (Single Super Phosphate)
18.9,97.2,53.5,Loamy,Coffee,75.5,40.3,85.3,Balanced NPK 10-10-10
30.6,57.3,62.2,Red,Wheat,16.0,103.5,164.5,Urea
11.4,34.5,80.1,Black,Papaya,3.2,132.7,162.3,Urea
44.4,26.3,21.4,Clayey,Blackgram,98.1,73.1,31.2,Balanced NPK 10-10-10
15.4,49.1,27.7,Sandy,Jute,118.2,98.8,107.5,No Fertilizer Needed
40.6,25.5,26.1,Clayey,Mothbeans,29.3,79.5,92.7,Urea
20.2,87.7,20.5,Red,Banana,146.5,16.4,7.2,SSP (Single Super Phosphate)
30.9,47.0,52.8,Black,Rice,36.6,146.3,94.7,Urea
35.2,67.4,26.9,Black,Papaya,2.5,140.0,20.1,MOP (Muriate of Potash)
37.6,83.8,16.6,Black,Coconut,62.6,62.3,152.6,Balanced NPK 10-10-10
21.6,25.2,40.5,Red,Chickpea,45.6,141.0,48.2,Balanced NPK 10-10-10
44.0,45.7,45.0,Red,Sugarcane,79.6,124.4,119.1,No Fertilizer Needed
40.9,78.3,15.2,Clayey,Papaya,124.2,51.2,123.3,No Fertilizer Needed
38.7,84.1,35.2,Loamy,Papaya,13.0,150.0,30.4,Urea
22.3,25.4,68.8,Red,Mungbean,57.8,101.6,11.9,MOP (Muriate of Potash)
31.0,34.9,68.1,Red,Coconut,116.3,26.4,158.6,SSP (Single Super Phosphate)
37.9,26.2,46.5,Sandy,Mothbeans,94.7,141.8,3.3,MOP (Muriate of Potash)
19.1,28.5,72.9,Clayey,Jute,96.3,103.6,70.6,Balanced NPK 10-10-10
23.3,53.0,74.8,Loamy,Coffee,81.8,79.2,15.5,MOP (Muriate of Potash)
14.7,76.8,16.6,Sandy,Banana,134.5,36.0,138.4,SSP (Single Super Phosphate)
10.8,32.4,11.4,Red,Apple,82.6,66.5,45.2,Balanced NPK 10-10-10
15.1,51.2,18.0,Black,Chickpea,11.8,30.0,188.4,DAP (Diammonium Phosphate)
42.7,85.0,44.0,Black,Rice,95.5,36.2,44.3,SSP (Single Super Phosphate)
40.0,86.7,41.7,Loamy,Grapes,135.0,57.4,46.2,No Fertilizer Needed
30.4,55.9,58.0,Black,Jute,37.8,86.5,196.8,Urea
20.6,36.3,87.5,Black,Maize,46.5,130.1,109.3,No Fertilizer Needed
34.0,32.0,55.1,Black,Mango,133.5,84.4,40.4,No Fertilizer Needed
30.2,28.8,72.2,Black,Mango,22.4,71.3,153.1,Urea
34.0,74.8,75.9,Red,Mothbeans,136.3,89.5,169.8,No Fertilizer Needed
24.2,68.8,88.1,Black,Pigeonpeas,129.4,67.0,181.6,No Fertilizer Needed
43.6,79.1,70.6,Sandy,Cotton,55.9,21.0,6.1,SSP (Single Super Phosphate)
36.5,34.4,78.9,Loamy,Pigeonpeas,33.7,69.3,34.8,Urea
17.2,78.6,49.3,Loamy,Groundnut,74.9,111.5,137.7,No Fertilizer Needed
20.1,33.1,25.4,Loamy,Wheat,80.9,135.2,201.6,No Fertilizer Needed
38.7,32.6,29.3,Black,Wheat,95.0,80.8,42.0,Balanced NPK 10-10-10
39.2,73.9,56.6,Black,Pomegranate,55.0,55.9,121.6,Balanced NPK 10-10-10
40.1,96.1,54.1,Red,Chickpea,54.8,120.1,105.5,No Fertilizer Needed
17.7,21.6,32.4,Red,Apple,88.2,82.8,30.8,Balanced NPK 10-10-10
21.4,58.6,62.8,Red,Pigeonpeas,125.5,96.6,12.2,MOP (Muriate of Potash)
42.0,85.9,14.7,Clayey,Apple,96.6,59.7,94.3,Balanced NPK 10-10-10
43.7,44.2,10.2,Sandy,Papaya,35.8,111.2,144.1,Urea
17.8,61.5,64.1,Sandy,Jute,135.6,112.9,187.3,No Fertilizer Needed
39.2,82.7,82.3,Sandy,Blackgram,67.1,70.4,166.6,Balanced NPK 10-10-10
29.8,93.5,37.4,Red,Groundnut,64.2,108.1,15.8,MOP (Muriate of Potash)
13.4,28.1,13.5,Sandy,Jute,39.0,116.1,76.4,Urea
13.8,23.1,26.6,Loamy,Groundnut,137.7,10.1,75.0,SSP (Single Super Phosphate)
44.9,20.3,48.4,Sandy,Chickpea,51.9,122.3,216.3,No Fertilizer Needed
28.3,72.4,32.0,Loamy,Pomegranate,11.4,32.0,72.6,DAP (Diammonium Phosphate)
16.9,90.2,64.1,Black,Groundnut,67.8,148.3,177.5,No Fertilizer Needed
12.2,77.9,27.9,Sandy,Rice,85.0,127.2,83.9,No Fertilizer Needed
33.9,25.9,48.4,Loamy,Apple,122.4,38.2,99.3,SSP (Single Super Phosphate)
43.9,98.4,42.9,Clayey,Mothbeans,116.7,15.4,1.1,SSP (Single Super Phosphate)
14.4,75.4,30.1,Loamy,Sugarcane,95.7,39.1,133.2,SSP (Single Super Phosphate)
23.6,59.8,86.8,Clayey,Jute,82.7,68.9,112.5,Balanced NPK 10-10-10
27.0,96.5,78.9,Red,Mango,119.7,0.6,15.8,SSP (Single Super Phosphate)
19.9,74.3,86.6,Red,Mango,33.0,20.4,204.1,DAP (Diammonium Phosphate)
22.5,55.0,46.3,Red,Mungbean,111.8,109.5,128.3,No Fertilizer Needed
31.1,81.6,20.5,Red,Blackgram,73.6,72.6,17.6,MOP (Muriate of Potash)
42.5,28.0,83.7,Red,Wheat,147.7,14.4,184.2,SSP (Single Super Phosphate)
38.5,64.7,38.3,Sandy,Grapes,57.5,145.7,8.1,MOP (Muriate of Potash)
18.6,61.6,14.9,Clayey,Orange,126.4,3.2,10.3,SSP (Single Super Phosphate)
23.6,80.8,87.3,Sandy,Cotton,97.3,73.3,201.4,Balanced NPK 10-10-10
31.1,71.3,42.1,Loamy,Maize,4.2,81.2,107.0,Urea
28.4,34.8,86.9,Clayey,Mothbeans,112.3,142.7,40.9,No Fertilizer Needed
34.0,38.5,68.8,Sandy,Mothbeans,82.7,29.0,52.3,SSP (Single Super Phosphate)
41.4,21.2,25.3,Clayey,Pigeonpeas,114.5,86.7,211.7,No Fertilizer Needed
40.6,96.2,42.1,Sandy,Sugarcane,95.6,59.7,30.5,Balanced NPK 10-10-10
21.3,68.6,37.0,Red,Banana,66.7,81.1,33.3,Balanced NPK 10-10-10
21.9,60.7,65.0,Clayey,Orange,0.7,145.0,93.3,Urea
42.5,61.1,63.3,Black,Lentil,146.3,99.4,92.1,No Fertilizer Needed
31.8,62.2,53.0,Loamy,Cotton,80.2,11.8,46.2,SSP (Single Super Phosphate)
35.8,33.7,16.8,Black,Mango,138.8,23.0,110.3,SSP (Single Super Phosphate)
19.8,35.8,15.6,Sandy,Cotton,9.5,6.8,57.6,DAP (Diammonium Phosphate)
41.4,69.0,41.6,Clayey,Pigeonpeas,46.1,38.6,16.1,SSP (Single Super Phosphate)
15.0,73.8,79.3,Loamy,Papaya,57.5,139.3,188.9,No Fertilizer Needed
17.6,45.7,41.5,Loamy,Lentil,11.4,114.7,105.2,Urea
37.3,31.4,41.4,Black,Groundnut,122.6,61.2,80.3,No Fertilizer Needed
21.1,36.9,11.7,Red,Pigeonpeas,17.4,113.2,50.6,Urea
10.7,62.9,45.7,Clayey,Apple,23.5,72.0,114.1,Urea
21.1,38.0,20.4,Red,Maize,101.2,63.1,137.6,No Fertilizer Needed
26.6,63.5,18.6,Red,Coffee,104.8,138.6,91.9,No Fertilizer Needed
23.7,49.1,33.8,Sandy,Chickpea,92.7,75.5,211.3,Balanced NPK 10-10-10
40.0,88.6,45.6,Loamy,Apple,132.5,81.2,213.6,No Fertilizer Needed
21.6,85.0,41.5,Sandy,Apple,32.4,58.2,88.3,Urea
12.4,57.4,13.9,Loamy,Sugarcane,41.8,85.8,179.2,No Fertilizer Needed
34.5,34.8,24.9,Red,Orange,110.9,81.6,65.8,No Fertilizer Needed
25.1,93.0,69.3,Red,Coconut,129.5,3.0,37.1,SSP (Single Super Phosphate)
10.8,63.6,41.7,Black,Groundnut,76.9,95.5,92.2,No Fertilizer Needed
36.0,62.2,10.3,Loamy,Pomegranate,17.8,60.2,68.4,Urea
37.7,88.4,11.5,Clayey,Pomegranate,36.2,32.8,7.9,NPK 20-20-20
13.4,63.0,20.6,Sandy,Blackgram,68.5,53.4,198.7,Balanced NPK 10-10-10
25.3,58.2,35.2,Red,Jute,17.5,136.5,134.5,Urea
40.9,96.6,42.7,Loamy,Mungbean,66.1,84.1,129.5,No Fertilizer Needed
41.0,91.4,26.2,Loamy,Pomegranate,107.0,116.1,173.2,No Fertilizer Needed
43.5,20.6,24.6,Clayey,Coconut,34.0,40.3,213.4,Urea
38.1,43.0,39.4,Sandy,Rice,88.3,24.0,61.3,SSP (Single Super Phosphate)
34.4,84.5,32.1,Clayey,Orange,48.0,96.2,192.2,No Fertilizer Needed
43.8,23.4,65.8,Clayey,Orange,12.9,7.1,116.8,DAP (Diammonium Phosphate)
34.3,88.1,10.7,Sandy,Sugarcane,68.1,104.2,143.2,No Fertilizer Needed
22.3,36.9,80.9,Black,Mango,107.8,89.3,76.5,No Fertilizer Needed
31.7,60.3,61.9,Red,Pigeonpeas,63.6,129.6,184.6,No Fertilizer Needed
41.9,69.6,47.5,Black,Grapes,84.9,147.1,197.1,No Fertilizer Needed
34.6,95.0,19.4,Clayey,Orange,104.7,46.1,90.5,No Fertilizer Needed
23.4,43.4,46.8,Clayey,Orange,16.5,96.3,154.6,Urea
31.3,84.0,59.8,Black,Chickpea,85.5,72.7,93.9,Balanced NPK 10-10-10
12.2,30.3,30.5,Sandy,Coffee,63.5,52.0,96.8,Balanced NPK 10-10-10
26.2,95.9,60.8,Loamy,Mango,5.2,15.7,219.8,DAP (Diammonium Phosphate)
17.5,50.9,18.9,Clayey,Pomegranate,27.0,94.0,215.6,Urea
36.5,37.1,71.6,Red,Pomegranate,79.4,144.2,94.3,No Fertilizer Needed
10.1,39.6,45.2,Clayey,Cotton,127.5,59.9,58.2,No Fertilizer Needed
30.3,88.5,17.4,Clayey,Mungbean,37.8,60.9,0.6,MOP (Muriate of Potash)
19.0,54.4,33.9,Clayey,Mothbeans,126.7,98.2,175.1,No Fertilizer Needed
19.1,90.6,47.0,Sandy,Pomegranate,122.1,108.3,201.6,No Fertilizer Needed
29.1,69.9,13.2,Red,Coffee,78.7,148.3,193.3,No Fertilizer Needed
38.4,33.7,72.3,Clayey,Wheat,83.0,24.3,91.9,SSP (Single Super Phosphate)
13.9,77.8,72.5,Sandy,Coconut,43.6,48.2,190.7,Balanced NPK 10-10-10
22.6,94.4,65.6,Sandy,Coconut,127.9,19.6,96.6,SSP (Single Super Phosphate)
23.5,52.1,14.6,Black,Blackgram,2.0,99.0,48.3,Urea
39.6,70.8,69.0,Black,Coconut,39.3,64.1,67.0,Urea
14.3,48.5,22.4,Loamy,Apple,36.9,22.7,150.5,DAP (Diammonium Phosphate)
36.5,21.1,43.5,Sandy,Papaya,143.5,22.1,148.9,SSP (Single Super Phosphate)
22.4,65.4,65.1,Sandy,Groundnut,98.1,44.7,99.4,Balanced NPK 10-10-10
41.8,79.2,10.1,Clayey,Coffee,131.9,57.4,210.8,No Fertilizer Needed
28.6,94.1,45.4,Red,Grapes,120.8,33.1,123.0,SSP (Single Super Phosphate)
37.0,91.3,66.9,Loamy,Lentil,66.1,82.4,12.5,MOP (Muriate of Potash)
17.8,55.6,46.2,Clayey,Orange,119.5,131.3,180.5,No Fertilizer Needed
24.2,55.3,67.3,Sandy,Wheat,42.5,133.6,60.1,Balanced NPK 10-10-10
28.4,51.5,74.0,Red,Groundnut,90.6,13.1,190.1,SSP (Single Super Phosphate)
23.6,65.6,50.2,Red,Papaya,125.6,101.1,9.4,MOP (Muriate of Potash)
43.7,43.2,77.7,Black,Coconut,113.7,97.7,161.2,No Fertilizer Needed
11.6,95.3,75.1,Clayey,Groundnut,72.1,1.4,43.5,SSP (Single Super Phosphate)
27.8,71.1,68.3,Sandy,Banana,131.7,32.5,115.3,SSP (Single Super Phosphate)
18.9,39.3,43.9,Sandy,Papaya,37.0,125.3,166.7,Urea
39.9,42.5,34.2,Sandy,Sugarcane,91.7,124.4,178.3,No Fertilizer Needed
40.3,53.7,87.6,Sandy,Rice,46.6,9.9,108.1,SSP (Single Super Phosphate)
24.7,21.4,51.3,Sandy,Chickpea,23.2,29.0,46.4,DAP (Diammonium Phosphate)
23.7,52.4,54.0,Clayey,Groundnut,76.5,91.3,156.7,No Fertilizer Needed
33.8,64.5,51.8,Sandy,Cotton,86.5,12.8,135.7,SSP (Single Super Phosphate)
43.8,81.6,71.8,Loamy,Papaya,18.0,23.1,154.5,DAP (Diammonium Phosphate)
25.2,97.7,29.0,Red,Apple,1.6,63.3,146.3,Urea
25.4,56.8,68.8,Clayey,Cotton,120.4,31.8,88.5,SSP (Single Super Phosphate)
40.4,22.9,22.3,Loamy,Coffee,17.6,85.8,148.7,Urea
42.8,53.9,23.9,Loamy,Pigeonpeas,57.3,57.2,128.3,Balanced NPK 10-10-10
37.6,46.2,40.8,Black,Blackgram,74.4,36.7,204.2,SSP (Single Super Phosphate)
35.0,99.1,65.9,Red,Coconut,56.6,108.0,168.0,No Fertilizer Needed
41.0,50.3,61.0,Red,Cotton,98.9,7.2,30.5,SSP (Single Super Phosphate)
36.9,40.6,81.6,Black,Banana,37.0,21.7,210.1,DAP (Diammonium Phosphate)
17.1,99.2,13.0,Clayey,Cotton,86.1,46.5,43.4,Balanced NPK 10-10-10
31.0,20.2,46.0,Clayey,Sugarcane,9.6,111.0,77.9,Urea
13.2,75.1,89.8,Red,Grapes,124.6,53.4,183.7,No Fertilizer Needed
12.3,21.9,34.1,Sandy,Orange,20.5,81.3,64.4,Urea
23.4,22.0,46.3,Sandy,Lentil,114.3,100.4,89.9,No Fertilizer Needed
11.4,47.4,10.9,Sandy,Banana,60.0,29.1,195.2,SSP (Single Super Phosphate)
34.1,64.5,11.1,Black,Orange,60.7,41.1,22.7,MOP (Muriate of Potash)
32.1,93.8,71.0,Clayey,Groundnut,144.5,73.9,174.6,No Fertilizer Needed
16.9,42.8,54.4,Loamy,Mango,52.9,26.1,119.5,SSP (Single Super Phosphate)
23.4,71.3,65.2,Sandy,Rice,62.9,15.7,152.9,SSP (Single Super Phosphate)
38.6,97.8,51.2,Loamy,Coconut,36.7,7.6,202.7,DAP (Diammonium Phosphate)
27.3,69.0,81.0,Black,Mungbean,56.6,121.0,53.7,Balanced NPK 10-10-10
36.8,87.2,62.7,Loamy,Cotton,120.1,66.3,162.7,No Fertilizer Needed
35.3,65.2,49.7,Red,Blackgram,95.1,1.0,80.3,SSP (Single Super Phosphate)
36.5,87.4,39.6,Black,Orange,2.8,44.3,64.4,Urea
23.6,58.6,56.6,Clayey,Maize,116.0,16.4,208.4,SSP (Single Super Phosphate)
40.9,65.2,38.6,Clayey,Apple,28.0,69.7,17.4,MOP (Muriate of Potash)
33.0,90.0,85.4,Black,Blackgram,58.6,79.6,117.7,Balanced NPK 10-10-10
19.7,52.3,31.9,Sandy,Mothbeans,92.1,49.1,139.8,Balanced NPK 10-10-10
26.4,28.9,82.9,Sandy,Mungbean,60.0,48.6,41.4,Balanced NPK 10-10-10
14.4,44.3,50.0,Black,Banana,124.9,61.8,62.3,No Fertilizer Needed
16.1,81.7,69.2,Sandy,Blackgram,98.6,25.4,175.1,SSP (Single Super Phosphate)
20.5,69.1,79.7,Loamy,Lentil,136.5,106.8,72.5,No Fertilizer Needed
37.1,49.9,31.8,Black,Mungbean,122.1,39.7,109.1,SSP (Single Super Phosphate)
36.1,41.6,25.3,Black,Blackgram,0.3,63.7,39.1,Urea
27.1,98.4,57.9,Red,Lentil,95.9,140.4,79.1,Balanced NPK 10-10-10
36.5,87.1,75.7,Sandy,Coffee,144.0,147.8,173.5,No Fertilizer Needed
20.7,76.8,85.0,Red,Groundnut,102.3,71.1,155.7,No Fertilizer Needed
41.1,20.7,63.8,Black,Mango,99.0,90.7,115.6,No Fertilizer Needed
41.5,82.7,39.2,Sandy,Papaya,66.1,110.1,27.0,MOP (Muriate of Potash)
31.2,53.3,48.3,Red,Wheat,2.1,0.5,153.3,DAP (Diammonium Phosphate)
32.4,57.8,28.9,Loamy,Coconut,95.3,126.3,185.4,No Fertilizer Needed
26.8,90.7,77.7,Loamy,Papaya,109.6,85.8,166.1,No Fertilizer Needed
25.5,39.9,17.0,Red,Orange,6.6,36.9,134.1,DAP (Diammonium Phosphate)
16.9,56.7,26.0,Loamy,Sugarcane,148.0,57.0,156.8,No Fertilizer Needed
37.8,76.3,57.5,Sandy,Pomegranate,73.0,36.0,193.4,SSP (Single Super Phosphate)
37.2,23.0,10.8,Black,Groundnut,50.5,120.1,29.0,MOP (Muriate of Potash)
30.0,98.1,12.0,Black,Mango,144.1,51.1,75.5,No Fertilizer Needed
44.8,75.5,77.8,Sandy,Chickpea,70.3,115.8,213.5,No Fertilizer Needed
32.0,94.2,79.6,Loamy,Mango,6.5,52.6,157.8,Urea
20.4,56.0,52.6,Sandy,Wheat,33.5,28.5,177.9,DAP (Diammonium Phosphate)
37.3,22.2,26.0,Red,Mango,57.8,11.4,198.4,SSP (Single Super Phosphate)
16.9,25.0,32.6,Black,Cotton,73.6,101.9,87.4,No Fertilizer Needed
16.6,25.0,74.5,Loamy,Mungbean,44.7,130.8,77.5,Balanced NPK 10-10-10
20.2,88.0,26.4,Sandy,Rice,15.6,24.0,208.6,DAP (Diammonium Phosphate)
23.9,41.5,46.8,Red,Jute,92.4,24.1,134.8,SSP (Single Super Phosphate)
15.2,96.8,73.1,Sandy,Wheat,52.1,147.6,52.0,Balanced NPK 10-10-10
10.3,63.0,37.7,Clayey,Mungbean,59.1,24.5,93.9,SSP (Single Super Phosphate)
36.1,67.7,67.9,Loamy,Banana,141.9,59.9,68.4,No Fertilizer Needed
33.2,22.1,46.3,Clayey,Apple,51.4,135.9,49.3,Balanced NPK 10-10-10
16.3,78.9,33.6,Loamy,Banana,123.2,72.7,1.3,MOP (Muriate of Potash)
12.8,37.6,64.0,Clayey,Chickpea,132.5,49.3,9.8,MOP (Muriate of Potash)
21.6,47.2,38.5,Clayey,Pomegranate,96.6,115.1,12.3,MOP (Muriate of Potash)
19.5,29.0,18.8,Sandy,Maize,42.5,85.6,200.3,No Fertilizer Needed
35.1,24.5,55.3,Loamy,Blackgram,45.1,47.5,68.0,Balanced NPK 10-10-10
16.6,49.6,64.3,Loamy,Mungbean,13.4,63.0,128.8,Urea
21.7,67.0,77.9,Red,Papaya,35.9,42.8,110.5,Urea
16.5,29.3,37.0,Loamy,Pigeonpeas,98.6,132.2,93.7,No Fertilizer Needed
10.4,25.6,42.2,Sandy,Chickpea,24.9,129.3,194.2,Urea
19.1,95.1,67.2,Black,Jute,37.4,110.6,71.5,Urea
28.3,25.2,49.5,Clayey,Pomegranate,45.8,31.2,110.9,SSP (Single Super Phosphate)
22.5,49.5,65.6,Sandy,Sugarcane,49.5,5.0,53.5,SSP (Single Super Phosphate)
11.4,32.6,27.9,Clayey,Orange,76.5,40.6,207.8,Balanced NPK 10-10-10
32.1,34.7,30.2,Clayey,Blackgram,40.4,48.9,130.9,Balanced NPK 10-10-10
21.1,53.7,36.2,Clayey,Mothbeans,135.3,138.2,53.4,No Fertilizer Needed
38.0,70.7,85.0,Black,Pomegranate,1.7,85.3,30.6,Urea
33.3,62.5,63.7,Clayey,Jute,43.4,9.7,163.9,SSP (Single Super Phosphate)
32.2,29.7,74.4,Sandy,Groundnut,38.5,143.2,48.4,Urea
11.8,29.1,49.4,Clayey,Cotton,104.0,71.7,53.5,No Fertilizer Needed
20.0,40.0,22.1,Black,Banana,147.9,18.3,127.1,SSP (Single Super Phosphate)
17.8,88.6,85.0,Black,Groundnut,118.6,68.2,58.9,No Fertilizer Needed
19.4,31.1,20.5,Sandy,Banana,87.6,32.3,150.7,SSP (Single Super Phosphate)
24.3,88.5,56.1,Loamy,Pomegranate,113.9,2.5,73.7,SSP (Single Super Phosphate)
42.1,43.4,85.0,Black,Mungbean,100.6,89.9,109.0,No Fertilizer Needed
29.6,25.3,36.4,Black,Orange,70.2,116.5,106.0,No Fertilizer Needed
40.7,54.3,50.5,Black,Maize,0.5,52.2,206.3,Urea
38.1,90.8,30.4,Clayey,Orange,149.0,105.5,161.2,No Fertilizer Needed
24.8,53.2,77.7,Red,Coffee,115.6,8.3,180.0,SSP (Single Super Phosphate)
22.5,35.7,14.3,Sandy,Mango,29.5,12.6,194.2,DAP (Diammonium Phosphate)
10.8,93.8,54.6,Red,Lentil,33.5,79.5,155.4,Urea
21.3,63.0,74.8,Clayey,Apple,53.8,139.6,186.6,No Fertilizer Needed
25.3,93.5,17.0,Loamy,Papaya,141.5,4.5,73.0,SSP (Single Super Phosphate)
30.4,67.8,59.1,Clayey,Lentil,108.1,9.8,155.7,SSP (Single Super Phosphate)
43.8,68.8,26.7,Black,Mungbean,82.4,56.6,73.4,Balanced NPK 10-10-10
33.1,63.2,81.5,Red,Banana,101.6,71.6,92.6,No Fertilizer Needed
28.3,92.4,23.6,Black,Apple,105.6,81.0,90.1,No Fertilizer Needed
36.4,58.5,89.6,Loamy,Pomegranate,69.6,54.2,177.2,Balanced NPK 10-10-10
19.1,26.3,84.0,Loamy,Groundnut,121.8,83.0,146.0,No Fertilizer Needed
31.0,21.9,88.8,Red,Groundnut,137.6,133.6,192.9,No Fertilizer Needed
29.6,76.8,12.0,Loamy,Papaya,33.3,51.7,215.9,Urea
27.8,82.1,39.0,Black,Jute,65.4,91.8,161.0,No Fertilizer Needed
31.2,69.5,33.2,Loamy,Cotton,129.3,64.9,204.6,No Fertilizer Needed
30.0,69.8,34.5,Loamy,Blackgram,142.6,121.7,58.9,No Fertilizer Needed
